id,transaction,datetime,name,value,source,location,created_at
1581,logging,2026-01-25T09:51:29Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:52:06-05:00
1582,logging,2026-01-25T09:52:06Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:52:43-05:00
1583,logging,2026-01-25T09:52:43Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:53:20-05:00
1584,logging,2026-01-25T09:53:20Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:53:57-05:00
1585,logging,2026-01-25T09:53:57Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:54:34-05:00
1586,logging,2026-01-25T09:54:34Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:55:11-05:00
1587,logging,2026-01-25T09:55:11Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:55:47-05:00
1588,logging,2026-01-25T09:55:48Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:56:24-05:00
1589,logging,2026-01-25T09:56:25Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:57:01-05:00
1590,logging,2026-01-25T09:57:02Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:57:38-05:00
1591,logging,2026-01-25T09:57:39Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:58:15-05:00
1592,logging,2026-01-25T09:58:15Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:58:52-05:00
1593,logging,2026-01-25T09:58:52Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T04:59:29-05:00
1594,logging,2026-01-25T09:59:29Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:00:06-05:00
1595,logging,2026-01-25T10:00:06Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:00:43-05:00
1596,logging,2026-01-25T10:00:43Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:01:20-05:00
1597,logging,2026-01-25T10:01:20Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:01:57-05:00
1598,logging,2026-01-25T10:01:57Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:02:34-05:00
1599,logging,2026-01-25T10:02:34Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:03:11-05:00
1600,logging,2026-01-25T10:03:11Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:03:48-05:00
1601,logging,2026-01-25T10:03:48Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:04:25-05:00
1602,logging,2026-01-25T10:04:25Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:05:01-05:00
1603,logging,2026-01-25T10:05:01Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:05:38-05:00
1604,logging,2026-01-25T10:05:38Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:06:15-05:00
1605,logging,2026-01-25T10:06:15Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:06:52-05:00
1606,logging,2026-01-25T10:06:52Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:07:29-05:00
1607,logging,2026-01-25T10:07:29Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:08:06-05:00
1608,logging,2026-01-25T10:08:06Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:08:43-05:00
1609,logging,2026-01-25T10:08:43Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:09:20-05:00
1610,logging,2026-01-25T10:09:20Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:09:57-05:00
1611,logging,2026-01-25T10:09:57Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:10:34-05:00
1612,logging,2026-01-25T10:10:34Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:11:11-05:00
1613,logging,2026-01-25T10:11:11Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:11:48-05:00
1614,logging,2026-01-25T10:11:47Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:12:25-05:00
1615,logging,2026-01-25T10:12:24Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:13:02-05:00
1616,logging,2026-01-25T10:13:01Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:13:38-05:00
1617,logging,2026-01-25T10:13:38Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:14:15-05:00
1618,logging,2026-01-25T10:14:15Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:14:52-05:00
1619,logging,2026-01-25T10:14:52Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:15:29-05:00
1620,logging,2026-01-25T10:15:29Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:16:06-05:00
1621,logging,2026-01-25T10:16:06Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:16:43-05:00
1622,logging,2026-01-25T10:16:43Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:17:20-05:00
1623,logging,2026-01-25T10:17:20Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:17:57-05:00
1624,logging,2026-01-25T10:17:57Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:18:34-05:00
1625,logging,2026-01-25T10:18:33Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:19:11-05:00
1626,logging,2026-01-25T10:19:10Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:19:48-05:00
1627,logging,2026-01-25T10:19:47Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:20:25-05:00
1628,logging,2026-01-25T10:20:24Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:21:02-05:00
1629,logging,2026-01-25T10:21:01Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:21:39-05:00
1630,logging,2026-01-25T10:21:38Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:22:15-05:00
1631,logging,2026-01-25T10:22:15Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:22:52-05:00
1632,logging,2026-01-25T10:22:52Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:23:29-05:00
1633,logging,2026-01-25T10:23:29Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:24:06-05:00
1634,logging,2026-01-25T10:24:06Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:24:43-05:00
1635,logging,2026-01-25T10:24:43Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:25:20-05:00
1636,logging,2026-01-25T10:25:19Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:25:57-05:00
1637,logging,2026-01-25T10:25:56Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:26:34-05:00
1638,logging,2026-01-25T10:26:33Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:27:11-05:00
1639,logging,2026-01-25T10:27:10Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:27:48-05:00
1640,logging,2026-01-25T10:27:47Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:28:25-05:00
1641,logging,2026-01-25T10:28:24Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:29:02-05:00
1642,logging,2026-01-25T10:29:01Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:29:39-05:00
1643,logging,2026-01-25T10:29:38Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:30:16-05:00
1644,logging,2026-01-25T10:30:15Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:30:52-05:00
1645,logging,2026-01-25T10:30:52Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:31:29-05:00
1646,logging,2026-01-25T10:31:29Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:32:06-05:00
1647,logging,2026-01-25T10:32:05Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:32:43-05:00
1648,logging,2026-01-25T10:32:42Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:33:20-05:00
1649,logging,2026-01-25T10:33:19Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:33:57-05:00
1650,logging,2026-01-25T10:33:56Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:34:34-05:00
1651,logging,2026-01-25T10:34:33Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:35:11-05:00
1652,logging,2026-01-25T10:35:10Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:35:48-05:00
1653,logging,2026-01-25T10:35:47Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:36:25-05:00
1654,logging,2026-01-25T10:36:24Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:37:02-05:00
1655,logging,2026-01-25T10:37:01Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:37:39-05:00
1656,logging,2026-01-25T10:37:38Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:38:16-05:00
1657,logging,2026-01-25T10:38:14Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:38:53-05:00
1658,logging,2026-01-25T10:38:51Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:39:30-05:00
1659,logging,2026-01-25T10:39:28Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:40:06-05:00
1660,logging,2026-01-25T10:40:05Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:40:43-05:00
1661,logging,2026-01-25T10:40:42Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:41:20-05:00
1662,logging,2026-01-25T10:41:19Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:41:57-05:00
1663,logging,2026-01-25T10:41:56Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:42:34-05:00
1664,logging,2026-01-25T10:42:33Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:43:11-05:00
1665,logging,2026-01-25T10:43:10Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:43:48-05:00
1666,logging,2026-01-25T10:43:47Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:44:25-05:00
1667,logging,2026-01-25T10:44:24Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:45:02-05:00
1668,logging,2026-01-25T10:45:00Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:45:39-05:00
1669,logging,2026-01-25T10:45:37Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:46:16-05:00
1670,logging,2026-01-25T10:46:14Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:46:53-05:00
1671,logging,2026-01-25T10:46:51Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:47:30-05:00
1672,logging,2026-01-25T10:47:28Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:48:07-05:00
1673,logging,2026-01-25T10:48:05Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:48:43-05:00
1674,logging,2026-01-25T10:48:42Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:49:20-05:00
1675,logging,2026-01-25T10:49:19Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:49:57-05:00
1676,logging,2026-01-25T10:49:56Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:50:34-05:00
1677,logging,2026-01-25T10:50:33Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:51:11-05:00
1678,logging,2026-01-25T10:51:10Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:51:48-05:00
1679,logging,2026-01-25T10:51:46Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:52:25-05:00
1680,logging,2026-01-25T10:52:23Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:53:02-05:00
1681,logging,2026-01-25T10:53:00Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:53:39-05:00
1682,logging,2026-01-25T10:53:37Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:54:16-05:00
1683,logging,2026-01-25T10:54:14Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:54:53-05:00
1684,logging,2026-01-25T10:54:51Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:55:30-05:00
1685,logging,2026-01-25T10:55:28Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:56:07-05:00
1686,logging,2026-01-25T10:56:05Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:56:44-05:00
1687,logging,2026-01-25T10:56:42Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:57:20-05:00
1688,logging,2026-01-25T10:57:19Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:57:57-05:00
1689,logging,2026-01-25T10:57:56Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:58:34-05:00
1690,logging,2026-01-25T10:58:32Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:59:11-05:00
1691,logging,2026-01-25T10:59:09Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T05:59:48-05:00
1692,logging,2026-01-25T10:59:46Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:00:25-05:00
1693,logging,2026-01-25T11:00:23Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:01:02-05:00
1694,logging,2026-01-25T11:01:00Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:01:39-05:00
1695,logging,2026-01-25T11:01:37Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:02:16-05:00
1696,logging,2026-01-25T11:02:14Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:02:53-05:00
1697,logging,2026-01-25T11:02:51Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:03:30-05:00
1698,logging,2026-01-25T11:03:28Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:04:07-05:00
1699,logging,2026-01-25T11:04:05Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:04:44-05:00
1700,logging,2026-01-25T11:04:41Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:05:21-05:00
1701,logging,2026-01-25T11:05:18Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:05:57-05:00
1702,logging,2026-01-25T11:05:55Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:06:34-05:00
1703,logging,2026-01-25T11:06:32Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:07:11-05:00
1704,logging,2026-01-25T11:07:09Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:07:48-05:00
1705,logging,2026-01-25T11:07:46Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:08:25-05:00
1706,logging,2026-01-25T11:08:23Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:09:02-05:00
1707,logging,2026-01-25T11:09:00Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:09:39-05:00
1708,logging,2026-01-25T11:09:37Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:10:16-05:00
1709,logging,2026-01-25T11:10:14Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:10:53-05:00
1710,logging,2026-01-25T11:10:51Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:11:30-05:00
1711,logging,2026-01-25T11:11:28Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:12:07-05:00
1712,logging,2026-01-25T11:12:04Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:12:44-05:00
1713,logging,2026-01-25T11:12:41Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:13:21-05:00
1714,logging,2026-01-25T11:13:18Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:13:58-05:00
1715,logging,2026-01-25T11:13:55Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:14:35-05:00
1716,logging,2026-01-25T11:14:32Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:15:11-05:00
1717,logging,2026-01-25T11:15:09Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:15:48-05:00
1718,logging,2026-01-25T11:15:46Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:16:25-05:00
1719,logging,2026-01-25T11:16:23Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:17:02-05:00
1720,logging,2026-01-25T11:17:00Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:17:39-05:00
1721,logging,2026-01-25T11:17:37Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:18:16-05:00
1722,logging,2026-01-25T11:18:14Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:18:53-05:00
1723,logging,2026-01-25T11:18:50Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:19:30-05:00
1724,logging,2026-01-25T11:19:27Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:20:07-05:00
1725,logging,2026-01-25T11:20:04Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:20:44-05:00
1726,logging,2026-01-25T11:20:41Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:21:21-05:00
1727,logging,2026-01-25T11:21:18Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:21:58-05:00
1728,logging,2026-01-25T11:21:55Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:22:35-05:00
1729,logging,2026-01-25T11:22:32Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:23:12-05:00
1730,logging,2026-01-25T11:23:09Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:23:49-05:00
1731,logging,2026-01-25T11:23:46Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:24:25-05:00
1732,logging,2026-01-25T11:24:23Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:25:02-05:00
1733,logging,2026-01-25T11:25:00Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:25:39-05:00
1734,logging,2026-01-25T11:25:36Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:26:16-05:00
1735,logging,2026-01-25T11:26:13Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:26:53-05:00
1736,logging,2026-01-25T11:26:50Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:27:30-05:00
1737,logging,2026-01-25T11:27:27Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:28:07-05:00
1738,logging,2026-01-25T11:28:04Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:28:44-05:00
1739,logging,2026-01-25T11:28:41Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:29:21-05:00
1740,logging,2026-01-25T11:29:18Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:29:58-05:00
1741,logging,2026-01-25T11:29:55Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:30:35-05:00
1742,logging,2026-01-25T11:30:32Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:31:12-05:00
1743,logging,2026-01-25T11:31:09Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:31:49-05:00
1744,logging,2026-01-25T11:31:46Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:32:26-05:00
1745,logging,2026-01-25T11:32:22Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:33:02-05:00
1746,logging,2026-01-25T11:32:59Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:33:39-05:00
1747,logging,2026-01-25T11:33:36Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:34:16-05:00
1748,logging,2026-01-25T11:34:13Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:34:53-05:00
1749,logging,2026-01-25T11:34:50Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:35:30-05:00
1750,logging,2026-01-25T11:35:27Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:36:07-05:00
1751,logging,2026-01-25T11:36:04Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:36:44-05:00
1752,logging,2026-01-25T11:36:41Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:37:21-05:00
1753,logging,2026-01-25T11:37:18Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:37:58-05:00
1754,logging,2026-01-25T11:37:55Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:38:35-05:00
1755,logging,2026-01-25T11:38:32Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:39:12-05:00
1756,logging,2026-01-25T11:39:08Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:39:49-05:00
1757,logging,2026-01-25T11:39:45Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:40:26-05:00
1758,logging,2026-01-25T11:40:22Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:41:03-05:00
1759,logging,2026-01-25T11:40:59Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:41:40-05:00
1760,logging,2026-01-25T11:41:36Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:42:16-05:00
1761,logging,2026-01-25T11:42:13Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:42:53-05:00
1762,logging,2026-01-25T11:42:50Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:43:30-05:00
1763,logging,2026-01-25T11:43:27Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:44:07-05:00
1764,logging,2026-01-25T11:44:04Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:44:44-05:00
1765,logging,2026-01-25T11:44:41Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:45:21-05:00
1766,logging,2026-01-25T11:45:18Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:45:58-05:00
1767,logging,2026-01-25T11:45:54Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:46:35-05:00
1768,logging,2026-01-25T11:46:31Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:47:12-05:00
1769,logging,2026-01-25T11:47:08Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:47:49-05:00
1770,logging,2026-01-25T11:47:45Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:48:26-05:00
1771,logging,2026-01-25T11:48:22Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:49:03-05:00
1772,logging,2026-01-25T11:48:59Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:49:40-05:00
1773,logging,2026-01-25T11:49:36Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:50:17-05:00
1774,logging,2026-01-25T11:50:13Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:50:53-05:00
1775,logging,2026-01-25T11:50:50Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:51:30-05:00
1776,logging,2026-01-25T11:51:27Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:52:07-05:00
1777,logging,2026-01-25T11:52:04Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:52:44-05:00
1778,logging,2026-01-25T11:52:40Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:53:21-05:00
1779,logging,2026-01-25T11:53:17Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:53:58-05:00
1780,logging,2026-01-25T11:53:54Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:54:35-05:00
1781,logging,2026-01-25T11:54:31Z,temperature,56.75,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:55:12-05:00
1782,logging,2026-01-25T11:55:08Z,temperature,56.86,arduino-r4-wifi-5ED2C4,pumproom,2026-01-25T06:55:49-05:00
